G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Game_Type,Opponent,Standardized_Opponent,Post_Season,Conf,Result,Combined_Location,City,State,Country,Pts,Opp,W,L,T,Streak,Notes,Latitude,Longitude
9,1977,11/12/1977,12-Nov-77,Sat,,(5)Â Notre Dame,Notre Dame,Away,(15)Â Clemson,Clemson,N,ACC,W,"Clemson, SC",Clemson,SC,USA,21,17,8,1,0,W 7,,34.686569,-82.802323
12,1977,1/2/1978,2-Jan-78,Mon,,(5)Â Notre Dame,Notre Dame,Neutral,(1)Â Texas,Texas,Y,SWC,W,"Dallas, TX",Dallas,TX,USA,38,10,11,1,0,W 10,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
5,1977,10/15/1977,15-Oct-77,Sat,,(11)Â Notre Dame,Notre Dame,Away,Army,Army,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,24,0,4,1,0,W 3,"East Rutherford, NJ",40.811106,-74.078218
2,1977,9/17/1977,17-Sep-77,Sat,,(3)Â Notre Dame,Notre Dame,Away,Ole Miss,Ole Miss,N,SEC,L,"Jackson, MS",Jackson,MS,USA,13,20,1,1,0,L 1,"Jackson, MS",32.30835,-90.229913
11,1977,12/3/1977,3-Dec-77,Sat,,(5)Â Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,N,Ind,W,"Miami, FL",Miami,FL,USA,48,10,10,1,0,W 9,,25.766368,-80.210268
1,1977,9/10/1977,10-Sep-77,Sat,,(3)Â Notre Dame,Notre Dame,Away,(7)Â Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,19,9,1,0,0,W 1,,40.450509,-79.936305
10,1977,11/19/1977,19-Nov-77,Sat,,(6)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,Ind,W,"South Bend, IN",South Bend,IN,USA,49,0,9,1,0,W 8,,41.666386,-86.267592
8,1977,11/5/1977,5-Nov-77,Sat,,(5)Â Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,Ind,W,"South Bend, IN",South Bend,IN,USA,69,14,7,1,0,W 6,,41.666386,-86.267592
4,1977,10/1/1977,1-Oct-77,Sat,,(14)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,16,6,3,1,0,W 2,,41.666386,-86.267592
7,1977,10/29/1977,29-Oct-77,Sat,,(5)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,43,10,6,1,0,W 5,,41.666386,-86.267592
6,1977,10/22/1977,22-Oct-77,Sat,,(11)Â Notre Dame,Notre Dame,Home,(5)Â USC,USC,N,Pac-8,W,"South Bend, IN",South Bend,IN,USA,49,19,5,1,0,W 4,,41.666386,-86.267592
3,1977,9/24/1977,24-Sep-77,Sat,,(11)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,31,24,2,1,0,W 1,,40.460621,-86.915627
10,1978,11/18/1978,18-Nov-78,Sat,,(10)Â Notre Dame,Notre Dame,Away,(20)Â Georgia Tech,Georgia Tech,N,Ind,W,"Atlanta, GA",Atlanta,GA,USA,38,21,8,2,0,W 8,,33.769805,-84.414581
8,1978,11/4/1978,4-Nov-78,Sat,,(15)Â Notre Dame,Notre Dame,Neutral,(11)Â Navy,Navy,N,Ind,W,"Cleveland, OH",Cleveland,OH,USA,27,7,6,2,0,W 6,"Cleveland, OH",41.496551,-81.65133
6,1978,10/21/1978,21-Oct-78,Sat,,(20)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,Ind,W,"Colorado Springs, CO",Colorado Springs,CO,USA,38,15,4,2,0,W 4,,38.875356,-104.813228
12,1978,1/1/1979,1-Jan-79,Mon,,(10)Â Notre Dame,Notre Dame,Neutral,(9)Â Houston,Houston,Y,SWC,W,"Dallas, TX",Dallas,TX,USA,35,34,9,3,0,W 1,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
4,1978,10/7/1978,7-Oct-78,Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,29,25,2,2,0,W 2,,42.736452,-84.479762
11,1978,11/25/1978,25-Nov-78,Sat,,(8)Â Notre Dame,Notre Dame,Away,(3)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,25,27,8,3,0,L 1,,34.05513,-118.25703
7,1978,10/28/1978,28-Oct-78,Sat,,(19)Â Notre Dame,Notre Dame,Home,Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,20,0,5,2,0,W 5,,41.666386,-86.267592
2,1978,9/23/1978,23-Sep-78,Sat,,(14)Â Notre Dame,Notre Dame,Home,(5)Â Michigan,Michigan,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,14,28,0,2,0,L 2,,41.666386,-86.267592
1,1978,9/9/1978,9-Sep-78,Sat,,(5)Â Notre Dame,Notre Dame,Home,Missouri,Missouri,N,Big 8,L,"South Bend, IN",South Bend,IN,USA,0,3,0,1,0,L 1,,41.666386,-86.267592
5,1978,10/14/1978,14-Oct-78,Sat,,Notre Dame,Notre Dame,Home,(9)Â Pitt,Pitt,N,Ind,W,"South Bend, IN",South Bend,IN,USA,26,17,3,2,0,W 3,,41.666386,-86.267592
3,1978,9/30/1978,30-Sep-78,Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,10,6,1,2,0,W 1,,41.666386,-86.267592
9,1978,11/11/1978,11-Nov-78,Sat,,(14)Â Notre Dame,Notre Dame,Home,Tennessee,Tennessee,N,SEC,W,"South Bend, IN",South Bend,IN,USA,31,14,7,2,0,W 7,,41.666386,-86.267592
1,1979,9/15/1979,15-Sep-79,Sat,,(9)Â Notre Dame,Notre Dame,Away,(6)Â Michigan,Michigan,N,Big Ten,W,"Ann Arbor, MI",Ann Arbor,MI,USA,12,10,1,0,0,W 1,,42.279731,-83.736923
5,1979,10/13/1979,13-Oct-79,Sat,,(10)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,Ind,W,"Colorado Springs, CO",Colorado Springs,CO,USA,38,13,4,1,0,W 3,,38.875356,-104.813228
9,1979,11/10/1979,10-Nov-79,Sat,,(13)Â Notre Dame,Notre Dame,Away,Tennessee,Tennessee,N,SEC,L,"Knoxville, TN",Knoxville,TN,USA,18,40,6,3,0,L 1,,35.973011,-83.969472
10,1979,11/17/1979,17-Nov-79,Sat,,Notre Dame,Notre Dame,Home,(14)Â Clemson,Clemson,N,ACC,L,"South Bend, IN",South Bend,IN,USA,10,16,6,4,0,L 2,,41.666386,-86.267592
4,1979,10/6/1979,6-Oct-79,Sat,,(10)Â Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,Ind,W,"South Bend, IN",South Bend,IN,USA,21,13,3,1,0,W 2,,41.666386,-86.267592
3,1979,9/29/1979,29-Sep-79,Sat,,(15)Â Notre Dame,Notre Dame,Home,(7)Â Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,27,3,2,1,0,W 1,,41.666386,-86.267592
8,1979,11/3/1979,3-Nov-79,Sat,,(13)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,14,0,6,2,0,W 2,,41.666386,-86.267592
7,1979,10/27/1979,27-Oct-79,Sat,,(14)Â Notre Dame,Notre Dame,Home,South Carolina,South Carolina,N,Ind,W,"South Bend, IN",South Bend,IN,USA,18,17,5,2,0,W 1,,41.666386,-86.267592
6,1979,10/20/1979,20-Oct-79,Sat,,(9)Â Notre Dame,Notre Dame,Home,(4)Â USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,23,42,4,2,0,L 1,,41.666386,-86.267592
11,1979,11/24/1979,24-Nov-79,Sat,,Notre Dame,Notre Dame,Neutral,Miami (FL),Miami FL,Y,Ind,W,"Tokyo, Japan",Tokyo,,Japan,40,15,7,4,0,W 1,"Mirage Bowl (Tokyo, Japan)",35.695126,139.75391
2,1979,9/22/1979,22-Sep-79,Sat,,(5)Â Notre Dame,Notre Dame,Away,(17)Â Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,22,28,1,1,0,L 1,,40.460621,-86.915627
8,1980,11/8/1980,8-Nov-80,Sat,,(1)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,Ind,T,"Atlanta, GA",Atlanta,GA,USA,3,3,7,0,1,T 1,,33.769805,-84.414581
9,1980,11/15/1980,15-Nov-80,Sat,,(6)Â Notre Dame,Notre Dame,Away,(5)Â Alabama,Alabama,N,SEC,W,"Birmingham, AL",Birmingham,AL,USA,7,0,8,0,1,W 1,"Birmingham, AL",33.530651,-86.800929
3,1980,10/4/1980,4-Oct-80,Sat,,(7)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,26,21,3,0,0,W 3,,42.736452,-84.479762
7,1980,11/1/1980,1-Nov-80,Sat,,(3)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,33,0,7,0,0,W 7,"East Rutherford, NJ",40.811106,-74.078218
11,1980,12/6/1980,6-Dec-80,Sat,,(2)Â Notre Dame,Notre Dame,Away,(17)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,3,20,9,1,1,L 1,,34.05513,-118.25703
12,1980,1/1/1981,1-Jan-81,Thu,,(7)Â Notre Dame,Notre Dame,Neutral,(1)Â Georgia,Georgia,Y,SEC,L,"New Orleans, LA",New Orleans,LA,USA,10,17,9,2,1,L 2,"Sugar Bowl (Sugar Bowl (New Orleans, LA))",30.056708,-89.889852
10,1980,11/22/1980,22-Nov-80,Sat,,(2)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,W,"South Bend, IN",South Bend,IN,USA,24,10,9,0,1,W 2,,41.666386,-86.267592
5,1980,10/18/1980,18-Oct-80,Sat,,(5)Â Notre Dame,Notre Dame,Home,Army,Army,N,Ind,W,"South Bend, IN",South Bend,IN,USA,30,3,5,0,0,W 5,,41.666386,-86.267592
4,1980,10/11/1980,11-Oct-80,Sat,,(7)Â Notre Dame,Notre Dame,Home,(13)Â Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,32,14,4,0,0,W 4,,41.666386,-86.267592
2,1980,9/20/1980,20-Sep-80,Sat,,(8)Â Notre Dame,Notre Dame,Home,(14)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,29,27,2,0,0,W 2,,41.666386,-86.267592
1,1980,9/6/1980,6-Sep-80,Sat,,(11)Â Notre Dame,Notre Dame,Home,(9)Â Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,31,10,1,0,0,W 1,,41.666386,-86.267592
6,1980,10/25/1980,25-Oct-80,Sat,,(4)Â Notre Dame,Notre Dame,Away,Arizona,Arizona,N,Pac-10,W,"Tucson, AZ",Tucson,AZ,USA,20,3,6,0,0,W 6,,32.19709,-110.828987
2,1981,9/19/1981,19-Sep-81,Sat,,(1)Â Notre Dame,Notre Dame,Away,(11)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,7,25,1,1,0,L 1,,42.279731,-83.736923
9,1981,11/14/1981,14-Nov-81,Sat,,Notre Dame,Notre Dame,Away,Air Force,Air Force,N,WAC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,35,7,5,4,0,W 3,,38.875356,-104.813228
11,1981,11/27/1981,27-Nov-81,Fri,,Notre Dame,Notre Dame,Away,(9)Â Miami (FL),Miami FL,N,Ind,L,"Miami, FL",Miami,FL,USA,15,37,5,6,0,L 2,,25.766368,-80.210268
5,1981,10/10/1981,10-Oct-81,Sat,,Notre Dame,Notre Dame,Home,(20)Â Florida State,Florida State,N,Ind,L,"South Bend, IN",South Bend,IN,USA,13,19,2,3,0,L 1,,41.666386,-86.267592
8,1981,11/7/1981,7-Nov-81,Sat,,Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,Ind,W,"South Bend, IN",South Bend,IN,USA,35,3,4,4,0,W 2,,41.666386,-86.267592
1,1981,9/12/1981,12-Sep-81,Sat,,(4)Â Notre Dame,Notre Dame,Home,LSU,LSU,N,SEC,W,"South Bend, IN",South Bend,IN,USA,27,9,1,0,0,W 1,,41.666386,-86.267592
4,1981,10/3/1981,3-Oct-81,Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,20,7,2,2,0,W 1,,41.666386,-86.267592
7,1981,10/31/1981,31-Oct-81,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,38,0,3,4,0,W 1,,41.666386,-86.267592
6,1981,10/24/1981,24-Oct-81,Sat,,Notre Dame,Notre Dame,Home,(5)Â USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,7,14,2,4,0,L 2,,41.666386,-86.267592
10,1981,11/21/1981,21-Nov-81,Sat,,Notre Dame,Notre Dame,Away,(13)Â Penn State,Penn State,N,Ind,L,"State College, PA",State College,PA,USA,21,24,5,5,0,L 1,,40.793203,-77.857327
3,1981,9/26/1981,26-Sep-81,Sat,,(13)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,14,15,1,2,0,L 2,,40.460621,-86.915627
10,1982,11/20/1982,20-Nov-82,Sat,,(18)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,WAC,L,"Colorado Springs, CO",Colorado Springs,CO,USA,17,30,6,3,1,L 2,,38.875356,-104.813228
3,1982,10/2/1982,2-Oct-82,Sat,,(11)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,11,3,3,0,0,W 3,,42.736452,-84.479762
7,1982,10/30/1982,30-Oct-82,Sat,,Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,27,10,5,1,1,W 1,"East Rutherford, NJ",40.811106,-74.078218
6,1982,10/23/1982,23-Oct-82,Sat,,(15)Â Notre Dame,Notre Dame,Away,Oregon,Oregon,N,Pac-10,T,"Eugene, OR",Eugene,OR,USA,13,13,4,1,1,T 1,,44.046632,-123.088988
11,1982,11/27/1982,27-Nov-82,Sat,,Notre Dame,Notre Dame,Away,(17)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,13,17,6,4,1,L 3,,34.05513,-118.25703
8,1982,11/6/1982,6-Nov-82,Sat,,Notre Dame,Notre Dame,Away,(1)Â Pitt,Pitt,N,Ind,W,"Pittsburgh, PA",Pittsburgh,PA,USA,31,16,6,1,1,W 2,,40.450509,-79.936305
5,1982,10/16/1982,16-Oct-82,Sat,,(9)Â Notre Dame,Notre Dame,Home,Arizona,Arizona,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,13,16,4,1,0,L 1,,41.666386,-86.267592
4,1982,10/9/1982,9-Oct-82,Sat,,(10)Â Notre Dame,Notre Dame,Home,(17)Â Miami (FL),Miami FL,N,Ind,W,"South Bend, IN",South Bend,IN,USA,16,14,4,0,0,W 4,,41.666386,-86.267592
1,1982,9/18/1982,18-Sep-82,Sat,,(20)Â Notre Dame,Notre Dame,Home,(10)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,23,17,1,0,0,W 1,,41.666386,-86.267592
9,1982,11/13/1982,13-Nov-82,Sat,,(13)Â Notre Dame,Notre Dame,Home,(5)Â Penn State,Penn State,N,Ind,L,"South Bend, IN",South Bend,IN,USA,14,24,6,2,1,L 1,,41.666386,-86.267592
2,1982,9/25/1982,25-Sep-82,Sat,,(10)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,28,14,2,0,0,W 2,,41.666386,-86.267592
4,1983,10/1/1983,1-Oct-83,Sat,,Notre Dame,Notre Dame,Away,Colorado,Colorado,N,Big 8,W,"Boulder, CO",Boulder,CO,USA,27,3,2,2,0,W 1,,40.016412,-105.259703
5,1983,10/8/1983,8-Oct-83,Sat,,Notre Dame,Notre Dame,Away,South Carolina,South Carolina,N,Ind,W,"Columbia, SC",Columbia,SC,USA,30,6,3,2,0,W 2,,34.044165,-80.846323
6,1983,10/15/1983,15-Oct-83,Sat,,Notre Dame,Notre Dame,Away,Army,Army,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,42,0,4,2,0,W 3,"East Rutherford, NJ",40.811106,-74.078218
12,1983,12/29/1983,29-Dec-83,Thu,,Notre Dame,Notre Dame,Neutral,(13)Â Boston College,Boston College,Y,Ind,W,"Memphis, TN",Memphis,TN,USA,19,18,7,5,0,W 1,"Liberty Bowl (Liberty Bowl (Memphis, TN))",35.112125,-89.954644
3,1983,9/24/1983,24-Sep-83,Sat,,(13)Â Notre Dame,Notre Dame,Away,Miami (FL),Miami FL,N,Ind,L,"Miami, FL",Miami,FL,USA,0,20,1,2,0,L 2,,25.766368,-80.210268
11,1983,11/19/1983,19-Nov-83,Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,L,"South Bend, IN",South Bend,IN,USA,22,23,6,5,0,L 3,,41.666386,-86.267592
2,1983,9/17/1983,17-Sep-83,Sat,,(4)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,23,28,1,1,0,L 1,,41.666386,-86.267592
8,1983,10/29/1983,29-Oct-83,Sat,,(19)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,28,12,6,2,0,W 5,,41.666386,-86.267592
9,1983,11/5/1983,5-Nov-83,Sat,,(18)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Ind,L,"South Bend, IN",South Bend,IN,USA,16,21,6,3,0,L 1,,41.666386,-86.267592
7,1983,10/22/1983,22-Oct-83,Sat,,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,27,6,5,2,0,W 4,,41.666386,-86.267592
10,1983,11/12/1983,12-Nov-83,Sat,,Notre Dame,Notre Dame,Away,Penn State,Penn State,N,Ind,L,"State College, PA",State College,PA,USA,30,34,6,4,0,L 2,,40.793203,-77.857327
1,1983,9/10/1983,10-Sep-83,Sat,,(5)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,52,6,1,0,0,W 1,,40.460621,-86.915627
8,1984,10/27/1984,27-Oct-84,Sat,,Notre Dame,Notre Dame,Away,(7)Â LSU,LSU,N,SEC,W,"Baton Rouge, LA",Baton Rouge,LA,USA,30,22,4,4,0,W 1,,30.46297,-91.14273
4,1984,9/29/1984,29-Sep-84,Sat,,(19)Â Notre Dame,Notre Dame,Away,Missouri,Missouri,N,Big 8,W,"Columbia, MO",Columbia,MO,USA,16,14,3,1,0,W 3,,38.945483,-92.32928
2,1984,9/15/1984,15-Sep-84,Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,24,20,1,1,0,W 1,,42.736452,-84.479762
9,1984,11/3/1984,3-Nov-84,Sat,,Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,18,17,5,4,0,W 2,"East Rutherford, NJ",40.811106,-74.078218
12,1984,12/29/1984,29-Dec-84,Sat,,(17)Â Notre Dame,Notre Dame,Neutral,(10)Â SMU,SMU,Y,SWC,L,"Honolulu, HI",Honolulu,HI,USA,20,27,7,5,0,L 1,"Aloha Bowl (Aloha Bowl (Honolulu, HI))",21.40572,-157.789396
11,1984,11/24/1984,24-Nov-84,Sat,,Notre Dame,Notre Dame,Away,(14)Â USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,19,7,7,4,0,W 4,,34.05513,-118.25703
1,1984,9/8/1984,8-Sep-84,Sat,,(7)Â Notre Dame,Notre Dame,Neutral,Purdue,Purdue,N,Big Ten,L,"Lucas Oil Stadium, Indianapolis, IN",Indianapolis,IN,USA,21,23,0,1,0,L 1,"Indianapolis, IN",39.760201,-86.163699
6,1984,10/13/1984,13-Oct-84,Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,L,"South Bend, IN",South Bend,IN,USA,7,21,3,3,0,L 2,,41.666386,-86.267592
3,1984,9/22/1984,22-Sep-84,Sat,,Notre Dame,Notre Dame,Home,Colorado,Colorado,N,Big 8,W,"South Bend, IN",South Bend,IN,USA,55,14,2,1,0,W 2,,41.666386,-86.267592
5,1984,10/6/1984,6-Oct-84,Sat,,(16)Â Notre Dame,Notre Dame,Home,(14)Â Miami (FL),Miami FL,N,Ind,L,"South Bend, IN",South Bend,IN,USA,13,31,3,2,0,L 1,,41.666386,-86.267592
10,1984,11/17/1984,17-Nov-84,Sat,,Notre Dame,Notre Dame,Home,Penn State,Penn State,N,Ind,W,"South Bend, IN",South Bend,IN,USA,44,7,6,4,0,W 3,,41.666386,-86.267592
7,1984,10/20/1984,20-Oct-84,Sat,,Notre Dame,Notre Dame,Home,(11)Â South Carolina,South Carolina,N,Ind,L,"South Bend, IN",South Bend,IN,USA,32,36,3,4,0,L 3,,41.666386,-86.267592
1,1985,9/14/1985,14-Sep-85,Sat,,(13)Â Notre Dame,Notre Dame,Away,Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,12,20,0,1,0,L 1,,42.279731,-83.736923
4,1985,10/5/1985,5-Oct-85,Sat,,Notre Dame,Notre Dame,Away,(17)Â Air Force,Air Force,N,WAC,L,"Colorado Springs, CO",Colorado Springs,CO,USA,15,21,1,3,0,L 2,,38.875356,-104.813228
11,1985,11/30/1985,30-Nov-85,Sat,,Notre Dame,Notre Dame,Away,(4)Â Miami (FL),Miami FL,N,Ind,L,"Miami, FL",Miami,FL,USA,7,58,5,6,0,L 3,,25.766368,-80.210268
5,1985,10/19/1985,19-Oct-85,Sat,,Notre Dame,Notre Dame,Home,(19)Â Army,Army,N,Ind,W,"South Bend, IN",South Bend,IN,USA,24,10,2,3,0,W 1,,41.666386,-86.267592
10,1985,11/23/1985,23-Nov-85,Sat,,Notre Dame,Notre Dame,Home,(17)Â LSU,LSU,N,SEC,L,"South Bend, IN",South Bend,IN,USA,7,10,5,5,0,L 2,,41.666386,-86.267592
2,1985,9/21/1985,21-Sep-85,Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,27,10,1,1,0,W 1,,41.666386,-86.267592
7,1985,11/2/1985,2-Nov-85,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,41,17,4,3,0,W 3,,41.666386,-86.267592
8,1985,11/9/1985,9-Nov-85,Sat,,Notre Dame,Notre Dame,Home,Ole Miss,Ole Miss,N,SEC,W,"South Bend, IN",South Bend,IN,USA,37,14,5,3,0,W 4,,41.666386,-86.267592
6,1985,10/26/1985,26-Oct-85,Sat,,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,37,3,3,3,0,W 2,,41.666386,-86.267592
9,1985,11/16/1985,16-Nov-85,Sat,,Notre Dame,Notre Dame,Away,(1)Â Penn State,Penn State,N,Ind,L,"State College, PA",State College,PA,USA,6,36,5,4,0,L 1,,40.793203,-77.857327
3,1985,9/28/1985,28-Sep-85,Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,17,35,1,2,0,L 1,,40.460621,-86.915627
7,1986,11/1/1986,1-Nov-86,Sat,,Notre Dame,Notre Dame,Away,Navy,Navy,N,Ind,W,"Baltimore, MD",Baltimore,MD,USA,33,14,3,4,0,W 2,"Baltimore, MD",39.319732,-76.649533
10,1986,11/22/1986,22-Nov-86,Sat,,Notre Dame,Notre Dame,Away,(8)Â LSU,LSU,N,SEC,L,"Baton Rouge, LA",Baton Rouge,LA,USA,19,21,4,6,0,L 2,,30.46297,-91.14273
4,1986,10/4/1986,4-Oct-86,Sat,,Notre Dame,Notre Dame,Away,(2)Â Alabama,Alabama,N,SEC,L,"Birmingham, AL",Birmingham,AL,USA,10,28,1,3,0,L 1,"Birmingham, AL",33.530651,-86.800929
2,1986,9/20/1986,20-Sep-86,Sat,,(20)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,L,"East Lansing, MI",East Lansing,MI,USA,15,20,0,2,0,L 2,,42.736452,-84.479762
11,1986,11/29/1986,29-Nov-86,Sat,,Notre Dame,Notre Dame,Away,(17)Â USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,38,37,5,6,0,W 1,,34.05513,-118.25703
6,1986,10/18/1986,18-Oct-86,Sat,,Notre Dame,Notre Dame,Home,Air Force,Air Force,N,WAC,W,"South Bend, IN",South Bend,IN,USA,31,3,2,4,0,W 1,,41.666386,-86.267592
1,1986,9/13/1986,13-Sep-86,Sat,,Notre Dame,Notre Dame,Home,(3)Â Michigan,Michigan,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,23,24,0,1,0,L 1,,41.666386,-86.267592
9,1986,11/15/1986,15-Nov-86,Sat,,Notre Dame,Notre Dame,Home,(3)Â Penn State,Penn State,N,Ind,L,"South Bend, IN",South Bend,IN,USA,19,24,4,5,0,L 1,,41.666386,-86.267592
5,1986,10/11/1986,11-Oct-86,Sat,,Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Ind,L,"South Bend, IN",South Bend,IN,USA,9,10,1,4,0,L 2,,41.666386,-86.267592
3,1986,9/27/1986,27-Sep-86,Sat,,Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,41,9,1,2,0,W 1,,41.666386,-86.267592
8,1986,11/8/1986,8-Nov-86,Sat,,Notre Dame,Notre Dame,Home,SMU,SMU,N,SWC,W,"South Bend, IN",South Bend,IN,USA,61,29,4,4,0,W 3,,41.666386,-86.267592
1,1987,9/12/1987,12-Sep-87,Sat,,(16)Â Notre Dame,Notre Dame,Away,(9)Â Michigan,Michigan,N,Big Ten,W,"Ann Arbor, MI",Ann Arbor,MI,USA,26,7,1,0,0,W 1,,42.279731,-83.736923
5,1987,10/17/1987,17-Oct-87,Sat,,(11)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,WAC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,35,14,4,1,0,W 1,,38.875356,-104.813228
12,1987,1/1/1988,1-Jan-88,Fri,,(12)Â Notre Dame,Notre Dame,Neutral,(13)Â Texas A&M,Texas A&M,Y,SWC,L,"Dallas, TX",Dallas,TX,USA,10,35,8,4,0,L 3,"Cotton Bowl (Cotton Bowl (Dallas, TX))",32.736212,-96.784359
11,1987,11/28/1987,28-Nov-87,Sat,,(10)Â Notre Dame,Notre Dame,Away,(2)Â Miami (FL),Miami FL,N,Ind,L,"Miami, FL",Miami,FL,USA,0,24,8,3,0,L 2,,25.766368,-80.210268
