G,Season,Standardized_Date,Date,Day,Time,School,Standardized_School,Game_Type,Opponent,Standardized_Opponent,Post_Season,Conf,Result,Combined_Location,City,State,Country,Pts,Opp,W,L,T,Streak,Notes,Latitude,Longitude
10,1997,11/15/1997,15-Nov-97,Sat,,Notre Dame,Notre Dame,Away,(11)Â LSU,LSU,N,SEC,W,"Baton Rouge, LA",Baton Rouge,LA,USA,24,6,5,5,,W 3,,30.46297,-91.14273
12,1997,11/29/1997,29-Nov-97,Sat,,Notre Dame,Notre Dame,Away,Hawaii,Hawaii,N,WAC,W,"Honolulu, HI",Honolulu,HI,USA,23,22,7,5,,W 5,,21.40572,-157.789396
6,1997,10/11/1997,11-Oct-97,Sat,,Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Big East,W,"Pittsburgh, PA",Pittsburgh,PA,USA,45,21,2,4,,W 1,,40.450509,-79.936305
13,1997,12/28/1997,28-Dec-97,Sun,,Notre Dame,Notre Dame,Neutral,(15)Â LSU,LSU,Y,SEC,L,"Shreveport, LA",Shreveport,LA,USA,9,27,7,6,,L 1,"Independence Bowl (Independence Bowl (Shreveport, LA))",32.467848,-93.764207
8,1997,10/25/1997,25-Oct-97,Sat,,Notre Dame,Notre Dame,Home,Boston College,Boston College,N,Big East,W,"South Bend, IN",South Bend,IN,USA,52,20,3,5,,W 1,,41.666386,-86.267592
1,1997,9/6/1997,6-Sep-97,Sat,,(11)Â Notre Dame,Notre Dame,Home,Georgia Tech,Georgia Tech,N,ACC,W,"South Bend, IN",South Bend,IN,USA,17,13,1,0,,W 1,,41.666386,-86.267592
3,1997,9/20/1997,20-Sep-97,Sat,,Notre Dame,Notre Dame,Home,(17)Â Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,7,23,1,2,,L 2,,41.666386,-86.267592
9,1997,11/1/1997,1-Nov-97,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,21,17,4,5,,W 2,,41.666386,-86.267592
7,1997,10/18/1997,18-Oct-97,Sat,,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,17,20,2,5,,L 1,,41.666386,-86.267592
11,1997,11/22/1997,22-Nov-97,Sat,,Notre Dame,Notre Dame,Home,(22)Â West Virginia,West Virginia,N,Big East,W,"South Bend, IN",South Bend,IN,USA,21,14,6,5,,W 4,,41.666386,-86.267592
5,1997,10/4/1997,4-Oct-97,Sat,,Notre Dame,Notre Dame,Away,(19)Â Stanford,Stanford,N,Pac-10,L,"Stanford, CA",Stanford,CA,USA,15,33,1,4,,L 4,,37.425888,-122.165288
2,1997,9/13/1997,13-Sep-97,Sat,,(12)Â Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,17,28,1,1,,L 1,,40.460621,-86.915627
9,1998,11/14/1998,14-Nov-98,Sat,,(12)Â Notre Dame,Notre Dame,Away,Navy,Navy,N,Ind,W,"Baltimore, MD",Baltimore,MD,USA,30,0,8,1,,W 7,"Landover, MD",39.319732,-76.649533
8,1998,11/7/1998,7-Nov-98,Sat,,(13)Â Notre Dame,Notre Dame,Away,Boston College,Boston College,N,Big East,W,"Boston, MA",Boston,MA,USA,31,26,7,1,,W 6,,42.355492,-71.048611
2,1998,9/12/1998,12-Sep-98,Sat,,(10)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,L,"East Lansing, MI",East Lansing,MI,USA,23,45,1,1,,L 1,,42.736452,-84.479762
12,1998,1/1/1999,1-Jan-99,Fri,,(17)Â Notre Dame,Notre Dame,Neutral,(12)Â Georgia Tech,Georgia Tech,Y,ACC,L,"Jacksonville, FL",Jacksonville,FL,USA,28,35,9,3,,L 2,"Gator Bowl (Gator Bowl (Jacksonville, FL))",30.369914,-81.660992
11,1998,11/28/1998,28-Nov-98,Sat,,(9)Â Notre Dame,Notre Dame,Away,USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,0,10,9,2,,L 1,,34.05513,-118.25703
6,1998,10/24/1998,24-Oct-98,Sat,,(18)Â Notre Dame,Notre Dame,Home,Army,Army,N,CUSA,W,"South Bend, IN",South Bend,IN,USA,20,17,5,1,,W 4,,41.666386,-86.267592
7,1998,10/31/1998,31-Oct-98,Sat,,(16)Â Notre Dame,Notre Dame,Home,Baylor,Baylor,N,Big 12,W,"South Bend, IN",South Bend,IN,USA,27,3,6,1,,W 5,,41.666386,-86.267592
10,1998,11/21/1998,21-Nov-98,Sat,,(10)Â Notre Dame,Notre Dame,Home,LSU,LSU,N,SEC,W,"South Bend, IN",South Bend,IN,USA,39,36,9,1,,W 8,,41.666386,-86.267592
1,1998,9/5/1998,5-Sep-98,Sat,,(22)Â Notre Dame,Notre Dame,Home,(5)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,36,20,1,0,,W 1,,41.666386,-86.267592
3,1998,9/26/1998,26-Sep-98,Sat,,(23)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,31,30,2,1,,W 1,,41.666386,-86.267592
4,1998,10/3/1998,3-Oct-98,Sat,,(23)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,35,17,3,1,,W 2,,41.666386,-86.267592
5,1998,10/10/1998,10-Oct-98,Sat,,(22)Â Notre Dame,Notre Dame,Away,Arizona State,Arizona State,N,Pac-10,W,"Tempe, AZ",Tempe,AZ,USA,28,9,4,1,,W 3,,33.403229,-111.923357
2,1999,9/4/1999,4-Sep-99,Sat,,(16)Â Notre Dame,Notre Dame,Away,(7)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,22,26,1,1,,L 1,,42.279731,-83.736923
9,1999,11/6/1999,6-Nov-99,Sat,,(24)Â Notre Dame,Notre Dame,Away,(4)Â Tennessee,Tennessee,N,SEC,L,"Knoxville, TN",Knoxville,TN,USA,14,38,5,4,,L 1,,35.973011,-83.969472
10,1999,11/13/1999,13-Nov-99,Sat,,Notre Dame,Notre Dame,Away,Pitt,Pitt,N,Big East,L,"Pittsburgh, PA",Pittsburgh,PA,USA,27,37,5,5,,L 2,,40.450509,-79.936305
6,1999,10/9/1999,9-Oct-99,Sat,,Notre Dame,Notre Dame,Home,Arizona State,Arizona State,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,48,17,3,3,,W 2,,41.666386,-86.267592
11,1999,11/20/1999,20-Nov-99,Sat,,Notre Dame,Notre Dame,Home,(25)Â Boston College,Boston College,N,Big East,L,"South Bend, IN",South Bend,IN,USA,29,31,5,6,,L 3,,41.666386,-86.267592
1,1999,8/28/1999,28-Aug-99,Sat,,(18)Â Notre Dame,Notre Dame,Home,Kansas,Kansas,Y,Big 12,W,"South Bend, IN",South Bend,IN,USA,48,13,1,0,,W 1,"Eddie Robinson Classic (South Bend, IN)",41.666386,-86.267592
4,1999,9/18/1999,18-Sep-99,Sat,,(24)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,13,23,1,3,,L 3,,41.666386,-86.267592
8,1999,10/30/1999,30-Oct-99,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,28,24,5,3,,W 4,,41.666386,-86.267592
5,1999,10/2/1999,2-Oct-99,Sat,,Notre Dame,Notre Dame,Home,(23)Â Oklahoma,Oklahoma,N,Big 12,W,"South Bend, IN",South Bend,IN,USA,34,30,2,3,,W 1,,41.666386,-86.267592
7,1999,10/16/1999,16-Oct-99,Sat,,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,25,24,4,3,,W 3,,41.666386,-86.267592
12,1999,11/27/1999,27-Nov-99,Sat,,Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,L,"Stanford, CA",Stanford,CA,USA,37,40,5,7,,L 4,,37.425888,-122.165288
3,1999,9/11/1999,11-Sep-99,Sat,,(16)Â Notre Dame,Notre Dame,Away,(20)Â Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,23,28,1,2,,L 2,,40.460621,-86.915627
4,2000,9/23/2000,23-Sep-00,Sat,,(16)Â Notre Dame,Notre Dame,Away,(23)Â Michigan State,Michigan State,N,Big Ten,L,"East Lansing, MI",East Lansing,MI,USA,21,27,2,2,,L 1,,42.736452,-84.479762
11,2000,11/25/2000,25-Nov-00,Sat,,(11)Â Notre Dame,Notre Dame,Away,USC,USC,N,Pac-10,W,"Los Angeles, CA",Los Angeles,CA,USA,38,21,9,2,,W 7,,34.05513,-118.25703
7,2000,10/21/2000,21-Oct-00,Sat,,(20)Â Notre Dame,Notre Dame,Away,West Virginia,West Virginia,N,Big East,W,"Morgantown, WV",Morgantown,WV,USA,42,28,5,2,,W 3,,39.631574,-79.947798
10,2000,11/18/2000,18-Nov-00,Sat,,(11)Â Notre Dame,Notre Dame,Away,Rutgers,Rutgers,N,Big East,W,"New Brunswick, NJ",New Brunswick,NJ,USA,45,17,8,2,,W 6,,40.489547,-74.448314
6,2000,10/14/2000,14-Oct-00,Sat,,(20)Â Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"Orlando, FL",Orlando,FL,USA,45,14,4,2,,W 2,"Orlando, FL",28.41959,-81.293691
8,2000,10/28/2000,28-Oct-00,Sat,,(19)Â Notre Dame,Notre Dame,Home,Air Force,Air Force,N,MWC,W,"South Bend, IN",South Bend,IN,USA,34,31,6,2,,W 4,,41.666386,-86.267592
9,2000,11/11/2000,11-Nov-00,Sat,,(11)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,Big East,W,"South Bend, IN",South Bend,IN,USA,28,16,7,2,,W 5,,41.666386,-86.267592
2,2000,9/9/2000,9-Sep-00,Sat,,(23)Â Notre Dame,Notre Dame,Home,(1)Â Nebraska,Nebraska,N,Big 12,L,"South Bend, IN",South Bend,IN,USA,24,27,1,1,,L 1,,41.666386,-86.267592
3,2000,9/16/2000,16-Sep-00,Sat,,(21)Â Notre Dame,Notre Dame,Home,(13)Â Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,23,21,2,1,,W 1,,41.666386,-86.267592
5,2000,10/7/2000,7-Oct-00,Sat,,(25)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,20,14,3,2,,W 1,,41.666386,-86.267592
1,2000,9/2/2000,2-Sep-00,Sat,,Notre Dame,Notre Dame,Home,(25)Â Texas A&M,Texas A&M,N,Big 12,W,"South Bend, IN",South Bend,IN,USA,24,10,1,0,,W 1,,41.666386,-86.267592
12,2000,1/1/2001,1-Jan-01,Mon,,(10)Â Notre Dame,Notre Dame,Neutral,(5)Â Oregon State,Oregon State,Y,Pac-10,L,"Tempe, AZ",Tempe,AZ,USA,9,41,9,3,,L 1,"Fiesta Bowl (Fiesta Bowl (Tempe, AZ))",33.403229,-111.923357
7,2001,10/27/2001,27-Oct-01,Sat,,Notre Dame,Notre Dame,Away,Boston College,Boston College,N,Big East,L,"Boston, MA",Boston,MA,USA,17,21,3,4,,L 1,,42.355492,-71.048611
3,2001,9/29/2001,29-Sep-01,Sat,,Notre Dame,Notre Dame,Away,Texas A&M,Texas A&M,N,Big 12,L,"College Station, TX",College Station,TX,USA,3,24,0,3,,L 3,,30.589787,-96.294573
1,2001,9/8/2001,8-Sep-01,Sat,,(17)Â Notre Dame,Notre Dame,Away,(5)Â Nebraska,Nebraska,N,Big 12,L,"Lincoln, NE",Lincoln,NE,USA,10,27,0,1,,L 1,,40.802759,-96.663162
2,2001,9/22/2001,22-Sep-01,Sat,,(23)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,10,17,0,2,,L 2,,41.666386,-86.267592
9,2001,11/17/2001,17-Nov-01,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,34,16,4,5,,W 1,,41.666386,-86.267592
4,2001,10/6/2001,6-Oct-01,Sat,,Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,24,7,1,3,,W 1,,41.666386,-86.267592
8,2001,11/3/2001,3-Nov-01,Sat,,Notre Dame,Notre Dame,Home,(7)Â Tennessee,Tennessee,N,SEC,L,"South Bend, IN",South Bend,IN,USA,18,28,3,5,,L 2,,41.666386,-86.267592
6,2001,10/20/2001,20-Oct-01,Sat,,Notre Dame,Notre Dame,Home,USC,USC,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,27,16,3,3,,W 3,,41.666386,-86.267592
5,2001,10/13/2001,13-Oct-01,Sat,,Notre Dame,Notre Dame,Home,West Virginia,West Virginia,N,Big East,W,"South Bend, IN",South Bend,IN,USA,34,24,2,3,,W 2,,41.666386,-86.267592
10,2001,11/24/2001,24-Nov-01,Sat,,Notre Dame,Notre Dame,Away,(13)Â Stanford,Stanford,N,Pac-10,L,"Stanford, CA",Stanford,CA,USA,13,17,4,6,,L 1,,37.425888,-122.165288
11,2001,12/1/2001,1-Dec-01,Sat,,Notre Dame,Notre Dame,Away,Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,24,18,5,6,,W 1,,40.460621,-86.915627
10,2002,11/9/2002,9-Nov-02,Sat,,(9)Â Notre Dame,Notre Dame,Away,Navy,Navy,N,Ind,W,"Baltimore, MD",Baltimore,MD,USA,30,23,9,1,,W 1,"Baltimore, MD",39.319732,-76.649533
7,2002,10/19/2002,19-Oct-02,Sat,,(7)Â Notre Dame,Notre Dame,Away,(18)Â Air Force,Air Force,N,MWC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,21,14,7,0,,W 7,,38.875356,-104.813228
4,2002,9/21/2002,21-Sep-02,Sat,,(12)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,21,17,4,0,,W 4,,42.736452,-84.479762
1,2002,8/31/2002,31-Aug-02,Sat,,Notre Dame,Notre Dame,Neutral,(21)Â Maryland,Maryland,Y,ACC,W,"East Rutherford, NJ",East Rutherford,NJ,USA,22,0,1,0,,W 1,"Kick-off Classic (East Rutherford, NJ)",40.811106,-74.078218
13,2002,1/1/2003,1-Jan-03,Wed,,(11)Â Notre Dame,Notre Dame,Neutral,(17)Â North Carolina State,North Carolina State,Y,ACC,L,"Jacksonville, FL",Jacksonville,FL,USA,6,28,10,3,,L 2,"Gator Bowl (Gator Bowl (Jacksonville, FL))",30.369914,-81.660992
12,2002,11/30/2002,30-Nov-02,Sat,,(7)Â Notre Dame,Notre Dame,Away,(6)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,13,44,10,2,,L 1,,34.05513,-118.25703
9,2002,11/2/2002,2-Nov-02,Sat,,(4)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,Big East,L,"South Bend, IN",South Bend,IN,USA,7,14,8,1,,L 1,,41.666386,-86.267592
3,2002,9/14/2002,14-Sep-02,Sat,,(20)Â Notre Dame,Notre Dame,Home,(7)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,25,23,3,0,,W 3,,41.666386,-86.267592
6,2002,10/12/2002,12-Oct-02,Sat,,(8)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,W,"South Bend, IN",South Bend,IN,USA,14,6,6,0,,W 6,,41.666386,-86.267592
2,2002,9/7/2002,7-Sep-02,Sat,,(23)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,24,17,2,0,,W 2,,41.666386,-86.267592
11,2002,11/23/2002,23-Nov-02,Sat,,(8)Â Notre Dame,Notre Dame,Home,Rutgers,Rutgers,N,Big East,W,"South Bend, IN",South Bend,IN,USA,42,0,10,1,,W 2,,41.666386,-86.267592
5,2002,10/5/2002,5-Oct-02,Sat,,(9)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,31,7,5,0,,W 5,,41.666386,-86.267592
8,2002,10/26/2002,26-Oct-02,Sat,,(6)Â Notre Dame,Notre Dame,Away,(11)Â Florida State,Florida State,N,ACC,W,"Tallahassee, FL",Tallahassee,FL,USA,34,24,8,0,,W 8,,30.449457,-84.262894
2,2003,9/13/2003,13-Sep-03,Sat,,(15)Â Notre Dame,Notre Dame,Away,(5)Â Michigan,Michigan,N,Big Ten,L,"Ann Arbor, MI",Ann Arbor,MI,USA,0,38,1,1,,L 1,,42.279731,-83.736923
7,2003,10/25/2003,25-Oct-03,Sat,,Notre Dame,Notre Dame,Away,Boston College,Boston College,N,Big East,L,"Boston, MA",Boston,MA,USA,25,27,2,5,,L 2,,42.355492,-71.048611
5,2003,10/11/2003,11-Oct-03,Sat,,Notre Dame,Notre Dame,Away,(15)Â Pitt,Pitt,N,Big East,W,"Pittsburgh, PA",Pittsburgh,PA,USA,20,14,2,3,,W 1,,40.450509,-79.936305
10,2003,11/15/2003,15-Nov-03,Sat,,Notre Dame,Notre Dame,Home,BYU,BYU,N,MWC,W,"South Bend, IN",South Bend,IN,USA,33,14,4,6,,W 2,,41.666386,-86.267592
8,2003,11/1/2003,1-Nov-03,Sat,,Notre Dame,Notre Dame,Home,(5)Â Florida State,Florida State,N,ACC,L,"South Bend, IN",South Bend,IN,USA,0,37,2,6,,L 3,,41.666386,-86.267592
3,2003,9/20/2003,20-Sep-03,Sat,,Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,16,22,1,2,,L 2,,41.666386,-86.267592
9,2003,11/8/2003,8-Nov-03,Sat,,Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,27,24,3,6,,W 1,,41.666386,-86.267592
6,2003,10/18/2003,18-Oct-03,Sat,,Notre Dame,Notre Dame,Home,(5)Â USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,14,45,2,4,,L 1,,41.666386,-86.267592
1,2003,9/6/2003,6-Sep-03,Sat,,(19)Â Notre Dame,Notre Dame,Home,Washington State,Washington State,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,29,26,1,0,,W 1,,41.666386,-86.267592
11,2003,11/29/2003,29-Nov-03,Sat,,Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,W,"Stanford, CA",Stanford,CA,USA,57,7,5,6,,W 3,,37.425888,-122.165288
12,2003,12/6/2003,6-Dec-03,Sat,,Notre Dame,Notre Dame,Away,Syracuse,Syracuse,N,Big East,L,"Syracuse, NY",Syracuse,NY,USA,12,38,5,7,,L 1,,43.043536,-76.148211
4,2003,9/27/2003,27-Sep-03,Sat,,Notre Dame,Notre Dame,Away,(22)Â Purdue,Purdue,N,Big Ten,L,"West Lafayette, IN",West Lafayette,IN,USA,10,23,1,3,,L 3,,40.460621,-86.915627
3,2004,9/18/2004,18-Sep-04,Sat,,Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,31,24,2,1,,W 2,,42.736452,-84.479762
7,2004,10/16/2004,16-Oct-04,Sat,,Notre Dame,Notre Dame,Neutral,Navy,Navy,N,Ind,W,"East Rutherford, NJ",East Rutherford,NJ,USA,27,9,5,2,,W 2,"East Rutherford, NJ",40.811106,-74.078218
9,2004,11/6/2004,6-Nov-04,Sat,,Notre Dame,Notre Dame,Away,(9)Â Tennessee,Tennessee,N,SEC,W,"Knoxville, TN",Knoxville,TN,USA,17,13,6,3,,W 1,,35.973011,-83.969472
11,2004,11/27/2004,27-Nov-04,Sat,,Notre Dame,Notre Dame,Away,(1)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,10,41,6,5,,L 2,,34.05513,-118.25703
12,2004,12/28/2004,28-Dec-04,Tue,,Notre Dame,Notre Dame,Neutral,Oregon State,Oregon State,Y,Pac-10,L,"Phoenix, AZ",Phoenix,AZ,USA,21,38,6,6,,L 3,"Insight Bowl (Insight Bowl (Phoenix, AZ))",33.60503,-112.070892
1,2004,9/4/2004,4-Sep-04,Sat,,Notre Dame,Notre Dame,Away,BYU,BYU,N,MWC,L,"Provo, UT",Provo,UT,USA,17,20,0,1,,L 1,,40.234331,-111.661088
8,2004,10/23/2004,23-Oct-04,Sat,,(24)Â Notre Dame,Notre Dame,Home,Boston College,Boston College,N,Big East,L,"South Bend, IN",South Bend,IN,USA,23,24,5,3,,L 1,,41.666386,-86.267592
2,2004,9/11/2004,11-Sep-04,Sat,,Notre Dame,Notre Dame,Home,(8)Â Michigan,Michigan,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,28,20,1,1,,W 1,,41.666386,-86.267592
10,2004,11/13/2004,13-Nov-04,Sat,,(24)Â Notre Dame,Notre Dame,Home,Pitt,Pitt,N,Big East,L,"South Bend, IN",South Bend,IN,USA,38,41,6,4,,L 1,,41.666386,-86.267592
5,2004,10/2/2004,2-Oct-04,Sat,,Notre Dame,Notre Dame,Home,(15)Â Purdue,Purdue,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,16,41,3,2,,L 1,,41.666386,-86.267592
6,2004,10/9/2004,9-Oct-04,Sat,,Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,23,15,4,2,,W 1,,41.666386,-86.267592
4,2004,9/25/2004,25-Sep-04,Sat,,Notre Dame,Notre Dame,Home,Washington,Washington,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,38,3,3,1,,W 3,,41.666386,-86.267592
2,2005,9/10/2005,10-Sep-05,Sat,,(20)Â Notre Dame,Notre Dame,Away,(3)Â Michigan,Michigan,N,Big Ten,W,"Ann Arbor, MI",Ann Arbor,MI,USA,17,10,2,0,,W 2,,42.279731,-83.736923
1,2005,9/3/2005,3-Sep-05,Sat,,Notre Dame,Notre Dame,Away,(23)Â Pitt,Pitt,N,Big East,W,"Pittsburgh, PA",Pittsburgh,PA,USA,42,21,1,0,,W 1,,40.450509,-79.936305
4,2005,9/24/2005,24-Sep-05,Sat,,(16)Â Notre Dame,Notre Dame,Away,Washington,Washington,N,Pac-10,W,"Seattle, WA",Seattle,WA,USA,36,17,3,1,,W 1,,47.673455,-122.331537
7,2005,10/22/2005,22-Oct-05,Sat,,(9)Â Notre Dame,Notre Dame,Home,BYU,BYU,N,MWC,W,"South Bend, IN",South Bend,IN,USA,49,23,5,2,,W 1,,41.666386,-86.267592
3,2005,9/17/2005,17-Sep-05,Sat,,(10)Â Notre Dame,Notre Dame,Home,Michigan State,Michigan State,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,41,44,2,1,,L 1,,41.666386,-86.267592
9,2005,11/12/2005,12-Nov-05,Sat,,(7)Â Notre Dame,Notre Dame,Home,Navy,Navy,N,Ind,W,"South Bend, IN",South Bend,IN,USA,42,21,7,2,,W 3,,41.666386,-86.267592
10,2005,11/19/2005,19-Nov-05,Sat,,(6)Â Notre Dame,Notre Dame,Home,Syracuse,Syracuse,N,Big East,W,"South Bend, IN",South Bend,IN,USA,34,10,8,2,,W 4,,41.666386,-86.267592
8,2005,11/5/2005,5-Nov-05,Sat,,(8)Â Notre Dame,Notre Dame,Home,Tennessee,Tennessee,N,SEC,W,"South Bend, IN",South Bend,IN,USA,41,21,6,2,,W 2,,41.666386,-86.267592
6,2005,10/15/2005,15-Oct-05,Sat,,(9)Â Notre Dame,Notre Dame,Home,(1)Â USC,USC,N,Pac-10,L,"South Bend, IN",South Bend,IN,USA,31,34,4,2,,L 1,,41.666386,-86.267592
11,2005,11/26/2005,26-Nov-05,Sat,,(6)Â Notre Dame,Notre Dame,Away,Stanford,Stanford,N,Pac-10,W,"Stanford, CA",Stanford,CA,USA,38,31,9,2,,W 5,,37.425888,-122.165288
12,2005,1/2/2006,2-Jan-06,Mon,,(5)Â Notre Dame,Notre Dame,Neutral,(4)Â Ohio State,Ohio State,Y,Big Ten,L,"Tempe, AZ",Tempe,AZ,USA,20,34,9,3,,L 1,"Fiesta Bowl (Fiesta Bowl (Tempe, AZ))",33.403229,-111.923357
5,2005,10/1/2005,1-Oct-05,Sat,,(13)Â Notre Dame,Notre Dame,Away,(22)Â Purdue,Purdue,N,Big Ten,W,"West Lafayette, IN",West Lafayette,IN,USA,49,28,4,1,,W 2,,40.460621,-86.915627
1,2006,9/2/2006,2-Sep-06,Sat,,(2)Â Notre Dame,Notre Dame,Away,Georgia Tech,Georgia Tech,N,ACC,W,"Atlanta, GA",Atlanta,GA,USA,14,10,1,0,,W 1,,33.769805,-84.414581
8,2006,10/28/2006,28-Oct-06,Sat,,(11)Â Notre Dame,Notre Dame,Away,Navy,Navy,N,Ind,W,"Baltimore, MD",Baltimore,MD,USA,38,14,7,1,,W 5,"Baltimore, MD",39.319732,-76.649533
10,2006,11/11/2006,11-Nov-06,Sat,,(9)Â Notre Dame,Notre Dame,Away,Air Force,Air Force,N,MWC,W,"Colorado Springs, CO",Colorado Springs,CO,USA,39,17,9,1,,W 7,,38.875356,-104.813228
4,2006,9/23/2006,23-Sep-06,Sat,,(12)Â Notre Dame,Notre Dame,Away,Michigan State,Michigan State,N,Big Ten,W,"East Lansing, MI",East Lansing,MI,USA,40,37,3,1,,W 1,,42.736452,-84.479762
12,2006,11/25/2006,25-Nov-06,Sat,,(6)Â Notre Dame,Notre Dame,Away,(3)Â USC,USC,N,Pac-10,L,"Los Angeles, CA",Los Angeles,CA,USA,24,44,10,2,,L 1,,34.05513,-118.25703
13,2006,1/3/2007,3-Jan-07,Wed,,(11)Â Notre Dame,Notre Dame,Neutral,(4)Â LSU,LSU,N,SEC,L,"New Orleans, LA",New Orleans,LA,USA,14,41,10,3,,L 2,"Sugar Bowl (Sugar Bowl (New Orleans, LA))",30.056708,-89.889852
11,2006,11/18/2006,18-Nov-06,Sat,,(6)Â Notre Dame,Notre Dame,Home,Army,Army,N,Ind,W,"South Bend, IN",South Bend,IN,USA,41,9,10,1,,W 8,,41.666386,-86.267592
3,2006,9/16/2006,16-Sep-06,Sat,,(2)Â Notre Dame,Notre Dame,Home,(11)Â Michigan,Michigan,N,Big Ten,L,"South Bend, IN",South Bend,IN,USA,21,47,2,1,,L 1,,41.666386,-86.267592
9,2006,11/4/2006,4-Nov-06,Sat,,(11)Â Notre Dame,Notre Dame,Home,North Carolina,North Carolina,N,ACC,W,"South Bend, IN",South Bend,IN,USA,45,26,8,1,,W 6,,41.666386,-86.267592
2,2006,9/9/2006,9-Sep-06,Sat,,(4)Â Notre Dame,Notre Dame,Home,(19)Â Penn State,Penn State,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,41,17,2,0,,W 2,,41.666386,-86.267592
5,2006,9/30/2006,30-Sep-06,Sat,,(12)Â Notre Dame,Notre Dame,Home,Purdue,Purdue,N,Big Ten,W,"South Bend, IN",South Bend,IN,USA,35,21,4,1,,W 2,,41.666386,-86.267592
6,2006,10/7/2006,7-Oct-06,Sat,,(12)Â Notre Dame,Notre Dame,Home,Stanford,Stanford,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,31,10,5,1,,W 3,,41.666386,-86.267592
7,2006,10/21/2006,21-Oct-06,Sat,,(10)Â Notre Dame,Notre Dame,Home,UCLA,UCLA,N,Pac-10,W,"South Bend, IN",South Bend,IN,USA,20,17,6,1,,W 4,,41.666386,-86.267592
